(1.0, 5.0)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
(-0.06402456015348434, 0.04868089035153389)
