(-0.00725387129932642, 0.07634849101305008) %, 2.5157999992370605] 
(-0.011112491600215435, 0.07773680239915848) %, 2.519054889678955] 
(-0.016511809080839157, 0.07973336428403854) %, 2.5244040489196777] 
(-0.020267024636268616, 0.08113184571266174) %, 2.5258569717407227] 
(-0.023393141105771065, 0.08116873353719711) %, 2.52972149848938] 
(-0.02595401369035244, 0.08118842542171478) %, 2.536468744277954] 
(-0.02960161678493023, 0.08142531663179398) %, 2.5410592555999756] 
(-0.03176536411046982, 0.08167330920696259) %, 2.545172929763794] 
(-0.03556817024946213, 0.08236750215291977) %, 2.5492146015167236] 
(-0.03766220062971115, 0.08323699980974197) %, 2.5525035858154297] 
(-0.037790726870298386, 0.08267997950315475) %, 2.5598456859588623] 
(-0.03685827553272247, 0.08220846205949783) %, 2.5664541721343994] 
(-0.036066241562366486, 0.08453989028930664) %, 2.571204423904419] 
(-0.03646738827228546, 0.08605141192674637) %, 2.5695598125457764] 
(-0.03619172051548958, 0.08704948425292969) %, 2.571355104446411] 
(-0.03482062742114067, 0.0844864696264267) %, 2.5768001079559326] 
(-0.033231351524591446, 0.07728421688079834) %, 2.5773565769195557] 
(-0.029213277623057365, 0.07200723886489868) %, 2.577300548553467] 
(-0.021736402064561844, 0.06859505921602249) %, 2.576660633087158] 
(-0.015862824395298958, 0.0654815137386322) %, 2.5758562088012695] 
(-0.011169791221618652, 0.06161341816186905) %, 2.57454252243042] 
(-0.007028408348560333, 0.05920608341693878) %, 2.573760747909546] 
(-0.002824042923748493, 0.05868424102663994) %, 2.5744833946228027] 
(0.0012801772681996226, 0.05817393958568573) %, 2.5765464305877686] 
(0.004979809746146202, 0.05628829821944237) %, 2.5816142559051514] 
(0.13335666060447693, 0.064371757209301) %, 2.6379318237304688] 
(0.6384692192077637, 0.14320307970046997) %, 2.6568515300750732] 
(1.7497990131378174, 0.35993582010269165) %, 2.665860891342163] 
(3.4729831218719482, 0.720013439655304) %, 2.6620898246765137] 
(5.381433963775635, 1.114827275276184) %, 2.6409473419189453] 
(8.028889656066895, 1.6260654926300049) %, 2.563216209411621] 
(10.355072975158691, 2.034242868423462) %, 2.4880940914154053] 
(12.868877410888672, 2.436918258666992) %, 2.418217420578003] 
(15.64242172241211, 2.869237184524536) %, 2.346329927444458] 
(18.41255760192871, 3.340392589569092) %, 2.2778964042663574] 
(20.82931137084961, 3.8453445434570312) %, 2.223567247390747] 
(23.614593505859375, 4.615743637084961) %, 2.172201156616211] 
(25.923553466796875, 5.468379020690918) %, 2.1331305503845215] 
(28.147594451904297, 6.526163101196289) %, 2.0951497554779053] 
(30.53928565979004, 7.9969635009765625) %, 2.0552756786346436] 
(32.80888748168945, 9.809598922729492) %, 2.020547389984131] 
(34.54764175415039, 11.592266082763672) %, 1.99783194065094] 
(36.26655197143555, 13.870251655578613) %, 1.973535418510437] 
(37.525447845458984, 16.059375762939453) %, 1.9511148929595947] 
(38.66168975830078, 18.80141830444336) %, 1.9280794858932495] 
(39.30696105957031, 21.25167465209961) %, 1.9152495861053467] 
(39.64480972290039, 24.185224533081055) %, 1.9034837484359741] 
(39.5766716003418, 26.60912322998047) %, 1.8996186256408691] 
(39.0745735168457, 29.50511360168457) %, 1.8974720239639282] 
(38.292083740234375, 31.886024475097656) %, 1.8978266716003418] 
(37.141815185546875, 34.216270446777344) %, 1.8974065780639648] 
(35.55756759643555, 36.500099182128906) %, 1.8915207386016846] 
(33.51456832885742, 38.66436004638672) %, 1.8882871866226196] 
(31.51505470275879, 40.26051330566406) %, 1.8901572227478027] 
(28.995927810668945, 41.746116638183594) %, 1.890901803970337] 
(26.529861450195312, 42.75444030761719) %, 1.8997639417648315] 
(24.05367660522461, 43.391441345214844) %, 1.9105387926101685] 
(21.18073081970215, 43.69489288330078) %, 1.9234251976013184] 
(18.317293167114258, 43.54275894165039) %, 1.9387563467025757] 
(15.865589141845703, 43.03599548339844) %, 1.9536359310150146] 
(13.1271390914917, 42.00324249267578) %, 1.9708057641983032] 
(10.944783210754395, 40.78314208984375) %, 1.9811086654663086] 
(8.935125350952148, 39.277671813964844) %, 1.988946795463562] 
(6.904407024383545, 37.24874496459961) %, 1.99046790599823] 
(5.140285491943359, 34.859859466552734) %, 1.9939501285552979] 
(3.9372668266296387, 32.62168502807617) %, 2.0005383491516113] 
(2.9391560554504395, 29.914804458618164) %, 2.008659839630127] 
(2.4059834480285645, 27.447416305541992) %, 2.0122838020324707] 
(2.2159533500671387, 24.86261558532715) %, 2.0170562267303467] 
(2.432621717453003, 22.044925689697266) %, 2.01999568939209] 
(3.088240146636963, 19.30897331237793) %, 2.026615858078003] 
(4.0103254318237305, 17.020883560180664) %, 2.0279934406280518] 
(5.471617221832275, 14.514269828796387) %, 2.0303475856781006] 
(7.024316787719727, 12.569778442382812) %, 2.027050018310547] 
(8.891695976257324, 10.783276557922363) %, 2.0213961601257324] 
(11.142842292785645, 9.164589881896973) %, 2.0122487545013428] 
(13.768035888671875, 7.809501647949219) %, 2.0003066062927246] 
(16.145238876342773, 6.976191520690918) %, 1.9969373941421509] 
(18.94671630859375, 6.420022964477539) %, 1.9901509284973145] 
(21.43793296813965, 6.293938159942627) %, 1.9901198148727417] 
(23.99264907836914, 6.5279951095581055) %, 1.987114429473877] 
(26.725570678710938, 7.200761795043945) %, 1.9818449020385742] 
(29.324134826660156, 8.287503242492676) %, 1.9746092557907104] 
(31.455493927001953, 9.56790828704834) %, 1.9664838314056396] 
(33.71902847290039, 11.428987503051758) %, 1.958245873451233] 
