(-0.026681939139962196, -0.0354105681180954) %, 2.519458293914795] 
(-0.029044903814792633, -0.04158671200275421) %, 2.520951986312866] 
(-0.030945098027586937, -0.04630504176020622) %, 2.5245742797851562] 
(-0.03216013312339783, -0.051022034138441086) %, 2.5262298583984375] 
(-0.032283492386341095, -0.053779058158397675) %, 2.525024890899658] 
(-0.03277809917926788, -0.05618578568100929) %, 2.5289041996002197] 
(-0.03363218158483505, -0.057745181024074554) %, 2.5321309566497803] 
(-0.034957677125930786, -0.05889111012220383) %, 2.530214548110962] 
(-0.03619499132037163, -0.059224970638751984) %, 2.5260674953460693] 
(-0.03729667514562607, -0.059273332357406616) %, 2.520587921142578] 
(-0.0373060517013073, -0.05940798297524452) %, 2.51962947845459] 
(-0.03684462979435921, -0.059685345739126205) %, 2.523606538772583] 
(-0.03581555560231209, -0.06110274791717529) %, 2.5235471725463867] 
(-0.03328811377286911, -0.06319627165794373) %, 2.5245728492736816] 
(-0.029884176328778267, -0.0654681846499443) %, 2.5246245861053467] 
(-0.02698514237999916, -0.06626282632350922) %, 2.5231802463531494] 
(-0.025573499500751495, -0.06553613394498825) %, 2.5210368633270264] 
(-0.02263226918876171, -0.06592227518558502) %, 2.5181312561035156] 
(-0.021374795585870743, -0.06572239100933075) %, 2.515186071395874] 
(-0.02068213000893593, -0.06436842679977417) %, 2.516266345977783] 
(-0.022263510152697563, -0.06340023130178452) %, 2.520608425140381] 
(-0.02291412092745304, -0.05495701730251312) %, 2.7985751628875732] 
(-0.007596550043672323, -0.01974937878549099) %, 3.513817071914673] 
(0.2330496460199356, 0.27240708470344543) %, 4.351868629455566] 
(0.7493768334388733, 0.8772285580635071) %, 5.049780368804932] 
(1.5437698364257812, 1.8144980669021606) %, 5.73938512802124] 
(2.7381837368011475, 3.263214111328125) %, 6.512783050537109] 
(4.257225036621094, 5.143128395080566) %, 7.294607162475586] 
(5.714786529541016, 6.976735591888428) %, 7.856332302093506] 
(7.588837623596191, 9.311630249023438) %, 8.35312557220459] 
(9.275925636291504, 11.319540023803711) %, 8.630358695983887] 
(11.321558952331543, 13.483477592468262) %, 8.945053100585938] 
(12.763535499572754, 14.860747337341309) %, 9.147554397583008] 
(13.96988582611084, 15.80319595336914) %, 9.338153839111328] 
(14.691493034362793, 16.108707427978516) %, 9.471900939941406] 
(15.201639175415039, 15.888520240783691) %, 9.580001831054688] 
(15.451850891113281, 15.319145202636719) %, 9.635293006896973] 
(15.653308868408203, 14.425297737121582) %, 9.673378944396973] 
(15.83178424835205, 13.543965339660645) %, 9.694544792175293] 
(16.0919246673584, 12.514150619506836) %, 9.71218204498291] 
(16.37714385986328, 11.70534610748291) %, 9.72592830657959] 
(16.78032875061035, 10.914168357849121) %, 9.751218795776367] 
(17.199281692504883, 10.359760284423828) %, 9.776823997497559] 
(17.755218505859375, 9.892715454101562) %, 9.801641464233398] 
(18.270429611206055, 9.650259017944336) %, 9.819005966186523] 
(18.88654327392578, 9.525429725646973) %, 9.835095405578613] 
(19.44073486328125, 9.52065372467041) %, 9.845237731933594] 
(20.09506607055664, 9.596717834472656) %, 9.859782218933105] 
(20.645328521728516, 9.699732780456543) %, 9.870877265930176] 
(21.25945472717285, 9.829243659973145) %, 9.882993698120117] 
(21.793325424194336, 9.938475608825684) %, 9.894176483154297] 
(22.41670036315918, 10.053348541259766) %, 9.903068542480469] 
(22.941909790039062, 10.144299507141113) %, 9.905290603637695] 
(23.534378051757812, 10.244458198547363) %, 9.910687446594238] 
(24.05733871459961, 10.33449935913086) %, 9.91520881652832] 
(24.670787811279297, 10.45195198059082) %, 9.921627044677734] 
(25.18852424621582, 10.570090293884277) %, 9.924562454223633] 
(25.76752281188965, 10.734820365905762) %, 9.928196907043457] 
(26.269651412963867, 10.900031089782715) %, 9.935113906860352] 
(26.846960067749023, 11.12073040008545) %, 9.940442085266113] 
(27.331361770629883, 11.333602905273438) %, 9.946913719177246] 
(27.866111755371094, 11.604203224182129) %, 9.956217765808105] 
(28.324647903442383, 11.861302375793457) %, 9.962122917175293] 
(28.850624084472656, 12.181077003479004) %, 9.973298072814941] 
(29.288429260253906, 12.468389511108398) %, 9.981261253356934] 
(29.771745681762695, 12.814897537231445) %, 9.988154411315918] 
(30.183958053588867, 13.134306907653809) %, 9.995274543762207] 
(30.600460052490234, 13.476907730102539) %, 10.000515937805176] 
(31.047334671020508, 13.868035316467285) %, 10.005425453186035] 
(31.484912872314453, 14.275267601013184) %, 10.012734413146973] 
(31.850505828857422, 14.647198677062988) %, 10.017365455627441] 
(32.26353454589844, 15.101729393005371) %, 10.022299766540527] 
(32.60210037231445, 15.503676414489746) %, 10.025486946105957] 
(32.97416305541992, 15.976192474365234) %, 10.031684875488281] 
(33.285030364990234, 16.404905319213867) %, 10.03471851348877] 
(33.62543869018555, 16.92182731628418) %, 10.039288520812988] 
(33.90475845336914, 17.374990463256836) %, 10.042600631713867] 
(34.20539474487305, 17.905582427978516) %, 10.043755531311035] 
(34.45439529418945, 18.384000778198242) %, 10.043212890625] 
(34.69063949584961, 18.891035079956055) %, 10.045744895935059] 
(34.92720031738281, 19.457963943481445) %, 10.04615306854248] 
(35.14666748046875, 20.03314781188965) %, 10.048396110534668] 
(35.322532653808594, 20.546249389648438) %, 10.049598693847656] 
(35.50664138793945, 21.15602684020996) %, 10.047065734863281] 
(35.64292907714844, 21.682981491088867) %, 10.044856071472168] 
(35.777652740478516, 22.294187545776367) %, 10.046777725219727] 
(35.87873077392578, 22.858963012695312) %, 10.050519943237305] 
(35.9630012512207, 23.48640251159668) %, 10.052408218383789] 
(36.010520935058594, 24.03885269165039) %, 10.051579475402832] 
(36.038394927978516, 24.667510986328125) %, 10.051774024963379] 
(36.04005813598633, 25.221866607666016) %, 10.049494743347168] 
(36.0181770324707, 25.87392807006836) %, 10.048783302307129] 
(35.975135803222656, 26.429624557495117) %, 10.050787925720215] 
(35.901771545410156, 27.083385467529297) %, 10.048103332519531] 
(35.82318878173828, 27.618976593017578) %, 10.049159049987793] 
(35.70271301269531, 28.266345977783203) %, 10.052175521850586] 
(35.57744598388672, 28.81482696533203) %, 10.049988746643066] 
(35.42819595336914, 29.357572555541992) %, 10.047791481018066] 
(35.230979919433594, 29.96668815612793) %, 10.045870780944824] 
(35.00373840332031, 30.584611892700195) %, 10.04775333404541] 
(34.7889404296875, 31.102733612060547) %, 10.050146102905273] 
(34.553775787353516, 31.61330223083496) %, 10.049712181091309] 
(34.2629508972168, 32.18439483642578) %, 10.049015998840332] 
(33.93794250488281, 32.762428283691406) %, 10.049290657043457] 
(33.640987396240234, 33.245140075683594) %, 10.045522689819336] 
(33.280338287353516, 33.78054428100586) %, 10.043255805969238] 
(32.94346618652344, 34.236698150634766) %, 10.040969848632812] 
(32.57678985595703, 34.694950103759766) %, 10.040413856506348] 
(32.1526985168457, 35.18318557739258) %, 10.043986320495605] 
(31.764925003051758, 35.597900390625) %, 10.038481712341309] 
(31.305246353149414, 36.050716400146484) %, 10.034842491149902] 
(30.810136795043945, 36.49654006958008) %, 10.034163475036621] 
(30.3709774017334, 36.859195709228516) %, 10.034547805786133] 
(29.918649673461914, 37.20435333251953) %, 10.035175323486328] 
(29.387144088745117, 37.57661819458008) %, 10.034159660339355] 
(28.81988525390625, 37.934818267822266) %, 10.030685424804688] 
(28.323514938354492, 38.22117614746094) %, 10.02696704864502] 
(27.747217178344727, 38.527069091796875) %, 10.020829200744629] 
(27.23006248474121, 38.77588653564453) %, 10.015284538269043] 
(26.612010955810547, 39.04159927368164) %, 10.007414817810059] 
