(-0.06524564325809479, 0.05586759373545647) %, 2.4282426834106445] 
(-0.06565206497907639, 0.05261602625250816) %, 2.4236955642700195] 
(-0.06707803905010223, 0.050442665815353394) %, 2.4167888164520264] 
(-0.06914252042770386, 0.04800768941640854) %, 2.414611577987671] 
(-0.0711992084980011, 0.04414839670062065) %, 2.4135515689849854] 
(-0.07449153065681458, 0.03968195244669914) %, 2.4128007888793945] 
(-0.0796193927526474, 0.037824597209692) %, 2.4139628410339355] 
(-0.08323448151350021, 0.03640947490930557) %, 2.416029214859009] 
(-0.08437283337116241, 0.03479526564478874) %, 2.414219379425049] 
(-0.08451002836227417, 0.035225898027420044) %, 2.4095540046691895] 
(-0.08259736746549606, 0.03642559051513672) %, 2.402782440185547] 
(-0.08227652311325073, 0.03579112887382507) %, 2.399535894393921] 
(-0.08245290070772171, 0.03228140249848366) %, 2.396476984024048] 
(-0.08134371042251587, 0.02879980579018593) %, 2.39499831199646] 
(-0.07967816293239594, 0.024462832137942314) %, 2.391512632369995] 
(-0.07872717827558517, 0.021643590182065964) %, 2.386705160140991] 
(-0.07485238462686539, 0.017716027796268463) %, 2.381758213043213] 
(-0.07024677842855453, 0.014775763265788555) %, 2.3738012313842773] 
(-0.06618286669254303, 0.012173401191830635) %, 2.369507312774658] 
(-0.06385616958141327, 0.010845770128071308) %, 2.3665013313293457] 
(-0.062179211527109146, 0.00961865484714508) %, 2.3680121898651123] 
(-0.06225263699889183, 0.009234163910150528) %, 2.3669302463531494] 
(-0.06259818375110626, 0.008507377468049526) %, 2.362578868865967] 
(-0.06236136704683304, 0.006946854759007692) %, 2.35965633392334] 
(-0.03823423758149147, -0.013921468518674374) %, 2.3947176933288574] 
(0.21337579190731049, -0.21726009249687195) %, 2.4136674404144287] 
(1.0037740468978882, -0.7174144387245178) %, 2.408209800720215] 
(2.1884801387786865, -1.2701258659362793) %, 2.39969801902771] 
(4.023890972137451, -1.7086684703826904) %, 2.385162115097046] 
(5.928427219390869, -1.6797236204147339) %, 2.3755648136138916] 
(8.06359577178955, -1.081133484840393) %, 2.3742611408233643] 
(9.828559875488281, -0.05057104304432869) %, 2.385096788406372] 
(11.605212211608887, 1.7349953651428223) %, 2.401318311691284] 
(12.75129222869873, 3.6711502075195312) %, 2.4176812171936035] 
(13.560128211975098, 6.19409704208374) %, 2.44085431098938] 
(13.777339935302734, 8.55140495300293) %, 2.4624292850494385] 
(13.446121215820312, 11.229262351989746) %, 2.4831345081329346] 
(12.588769912719727, 13.552021026611328) %, 2.4915621280670166] 
(11.067967414855957, 15.89162826538086) %, 2.484710931777954] 
(9.267108917236328, 17.70285987854004) %, 2.4599363803863525] 
(6.767496585845947, 19.390409469604492) %, 2.4007070064544678] 
(4.2055583000183105, 20.498334884643555) %, 2.3366520404815674] 
(1.2070642709732056, 21.17817497253418) %, 2.251061201095581] 
(-1.465951919555664, 21.29050064086914) %, 2.1636548042297363] 
(-4.4549784660339355, 20.8494930267334) %, 2.051846742630005] 
(-7.048874378204346, 19.935304641723633) %, 1.9387670755386353] 
(-9.689091682434082, 18.41899299621582) %, 1.8082095384597778] 
(-11.763201713562012, 16.706745147705078) %, 1.689767837524414] 
(-13.77254867553711, 14.3823881149292) %, 1.558318853378296] 
(-15.224096298217773, 11.995850563049316) %, 1.448632001876831] 
(-16.36686134338379, 9.16402816772461) %, 1.3463398218154907] 
(-16.951704025268555, 6.575643539428711) %, 1.267788052558899] 
(-17.124319076538086, 3.6092422008514404) %, 1.1970229148864746] 
(-16.821096420288086, 0.9594484567642212) %, 1.1423280239105225] 
(-16.01498031616211, -1.8341959714889526) %, 1.0870797634124756] 
(-14.930136680603027, -4.140483856201172) %, 1.0450677871704102] 
(-13.300042152404785, -6.538581371307373) %, 1.002012848854065] 
(-11.49879264831543, -8.471423149108887) %, 0.9655865430831909] 
(-9.217010498046875, -10.283992767333984) %, 0.9367488026618958] 
(-7.003351211547852, -11.569366455078125) %, 0.9206657409667969] 
(-4.301681995391846, -12.645859718322754) %, 0.9044079780578613] 
(-1.7435864210128784, -13.24264907836914) %, 0.8963782787322998] 
(1.1147089004516602, -13.464924812316895) %, 0.8872599601745605] 
(3.613987445831299, -13.280865669250488) %, 0.8805958032608032] 
(6.377686500549316, -12.645795822143555) %, 0.8764766454696655] 
(8.773682594299316, -11.689902305603027) %, 0.8744250535964966] 
(11.226418495178223, -10.248528480529785) %, 0.8668710589408875] 
(13.184267044067383, -8.672109603881836) %, 0.8584102988243103] 
(15.203163146972656, -6.490113735198975) %, 0.8486266732215881] 
(16.649362564086914, -4.388976097106934) %, 0.8437899351119995] 
(17.94721031188965, -1.776854395866394) %, 0.8405493497848511] 
(18.748394012451172, 0.6594411730766296) %, 0.8356701135635376] 
(19.252349853515625, 3.613070249557495) %, 0.8318454027175903] 
(19.294668197631836, 6.155456066131592) %, 0.8318951725959778] 
(18.906475067138672, 9.008615493774414) %, 0.8294545412063599] 
(18.1904354095459, 11.433414459228516) %, 0.8273123502731323] 
(16.962907791137695, 14.039131164550781) %, 0.8228311538696289] 
(15.48628044128418, 16.224529266357422) %, 0.8142153024673462] 
(13.511502265930176, 18.377525329589844) %, 0.8047921657562256] 
(11.432677268981934, 20.063945770263672) %, 0.795003354549408] 
(8.96762466430664, 21.530851364135742) %, 0.7910763621330261] 
(6.477290630340576, 22.559736251831055) %, 0.7898988723754883] 
(3.607713460922241, 23.274219512939453) %, 0.7916619181632996] 
(1.0422029495239258, 23.518095016479492) %, 0.7968267798423767] 
(-1.863440990447998, 23.345582962036133) %, 0.7991934418678284] 
(-4.431360721588135, 22.778589248657227) %, 0.8052234649658203] 
(-7.127398490905762, 21.71498680114746) %, 0.8069648742675781] 
(-9.335433006286621, 20.43255043029785) %, 0.806052029132843] 
(-11.614953994750977, 18.611705780029297) %, 0.8029715418815613] 
(-13.435111045837402, 16.655899047851562) %, 0.8048824667930603] 
(-15.112476348876953, 14.227422714233398) %, 0.8077918887138367] 
(-16.269166946411133, 11.895155906677246) %, 0.8144639730453491] 
(-17.190317153930664, 9.088282585144043) %, 0.8269625306129456] 
(-17.636655807495117, 6.459839820861816) %, 0.8369616270065308] 
(-17.6816463470459, 3.5505852699279785) %, 0.8512952923774719] 
(-17.333839416503906, 1.0387333631515503) %, 0.8613288998603821] 
(-16.511045455932617, -1.7175558805465698) %, 0.8694984912872314] 
(-15.395153999328613, -4.081154823303223) %, 0.8812341094017029] 
(-13.791243553161621, -6.472797870635986) %, 0.8877219557762146] 
(-12.019233703613281, -8.42269229888916) %, 0.8897213339805603] 
(-9.840346336364746, -10.223517417907715) %, 0.8887100219726562] 
(-7.5712995529174805, -11.614227294921875) %, 0.8866642713546753] 
(-4.886952877044678, -12.774221420288086) %, 0.8906310200691223] 
(-2.417598009109497, -13.444889068603516) %, 0.8937829732894897] 
(0.45243626832962036, -13.787134170532227) %, 0.8919808268547058] 
